city_slug,city_name,days_from_cutoff,n_obs,mean_price_usd,mean_log_price,availability_rate
boston,Boston,36,4426,249.61138725711703,5.164466631439678,0.5953456845910529
boston,Boston,37,4426,249.61138725711703,5.164466631439678,0.5924084952553096
boston,Boston,38,4426,249.61138725711703,5.164466631439678,0.5908269317668323
boston,Boston,39,4426,249.61138725711703,5.164466631439678,0.588567555354722
boston,Boston,40,4426,249.61138725711703,5.164466631439678,0.588567555354722
boston,Boston,41,4426,249.61138725711703,5.164466631439678,0.5942159963849978
boston,Boston,42,4426,249.61138725711703,5.164466631439678,0.596023497514686
boston,Boston,43,4426,249.61138725711703,5.164466631439678,0.59692724807953
boston,Boston,44,4426,249.61138725711703,5.164466631439678,0.5951197469498418
boston,Boston,45,4426,249.61138725711703,5.164466631439678,0.5887934929959331
boston,Boston,46,4426,249.61138725711703,5.164466631439678,0.588567555354722
boston,Boston,47,4426,249.61138725711703,5.164466631439678,0.5867600542250339
boston,Boston,48,4426,249.61138725711703,5.164466631439678,0.6000903750564844
boston,Boston,49,4426,249.61138725711703,5.164466631439678,0.6023497514685947
boston,Boston,50,4426,249.61138725711703,5.164466631439678,0.5201084500677813
boston,Boston,51,4426,249.61138725711703,5.164466631439678,0.5183009489380931
boston,Boston,52,4426,249.61138725711703,5.164466631439678,0.5167193854496159
boston,Boston,53,4426,249.61138725711703,5.164466631439678,0.5151378219611388
boston,Boston,54,4426,249.61138725711703,5.164466631439678,0.5103931314957072
boston,Boston,55,4426,249.61138725711703,5.164466631439678,0.5112968820605512
boston,Boston,56,4426,249.61138725711703,5.164466631439678,0.5117487573429733
boston,Boston,57,4426,249.61138725711703,5.164466631439678,0.5112968820605512
boston,Boston,58,4426,249.61138725711703,5.164466631439678,0.5074559421599638
boston,Boston,59,4426,249.61138725711703,5.164466631439678,0.5036150022593764
boston,Boston,60,4426,249.61138725711703,5.164466631439678,0.5047446904654316
boston,Boston,61,4426,249.61138725711703,5.164466631439678,0.5042928151830095
boston,Boston,62,4426,249.61138725711703,5.164466631439678,0.5004518752824221
boston,Boston,63,4426,249.61138725711703,5.164466631439678,0.5015815634884772
boston,Boston,64,4426,249.61138725711703,5.164466631439678,0.5022593764121103
boston,Boston,65,4426,249.61138725711703,5.164466631439678,0.5027112516945323
boston,Boston,66,4426,249.61138725711703,5.164466631439678,0.5004518752824221
boston,Boston,67,4426,249.61138725711703,5.164466631439678,0.5011296882060551
boston,Boston,68,4426,249.61138725711703,5.164466631439678,0.5022593764121103
boston,Boston,69,4426,249.61138725711703,5.164466631439678,0.5
boston,Boston,70,4426,249.61138725711703,5.164466631439678,0.5020334387708992
boston,Boston,71,4426,249.61138725711703,5.164466631439678,0.5022593764121103
boston,Boston,72,4426,249.61138725711703,5.164466631439678,0.5027112516945323
boston,Boston,73,4426,249.61138725711703,5.164466631439678,0.5033890646181653
boston,Boston,74,4426,249.61138725711703,5.164466631439678,0.5029371893357434
boston,Boston,75,4426,249.61138725711703,5.164466631439678,0.5029371893357434
boston,Boston,76,4426,249.61138725711703,5.164466631439678,0.5033890646181653
boston,Boston,77,4426,249.61138725711703,5.164466631439678,0.5018075011296882
boston,Boston,78,4426,249.61138725711703,5.164466631439678,0.5022593764121103
boston,Boston,79,4426,249.61138725711703,5.164466631439678,0.5027112516945323
boston,Boston,80,4426,249.61138725711703,5.164466631439678,0.5036150022593764
boston,Boston,81,4426,249.61138725711703,5.164466631439678,0.5031631269769543
boston,Boston,82,4426,249.61138725711703,5.164466631439678,0.5029371893357434
boston,Boston,83,4426,249.61138725711703,5.164466631439678,0.5022593764121103
boston,Boston,84,4426,249.61138725711703,5.164466631439678,0.5020334387708992
boston,Boston,85,4426,249.61138725711703,5.164466631439678,0.500225937641211
boston,Boston,86,4426,249.61138725711703,5.164466631439678,0.5006778129236331
boston,Boston,87,4426,249.61138725711703,5.164466631439678,0.4990962494351559
boston,Boston,88,4426,249.61138725711703,5.164466631439678,0.5004518752824221
boston,Boston,89,4426,249.61138725711703,5.164466631439678,0.49977406235878896
boston,Boston,90,4426,249.61138725711703,5.164466631439678,0.4986443741527338
boston,Boston,91,4426,249.61138725711703,5.164466631439678,0.49887031179394487
chicago,Chicago,-92,8741,542.5841436906533,5.148311175871947,0.6452350989589292
chicago,Chicago,-91,8741,542.5841436906533,5.148311175871947,0.666056515272852
chicago,Chicago,-90,8741,542.5841436906533,5.148311175871947,0.6848186706326507
chicago,Chicago,-89,8741,542.5841436906533,5.148311175871947,0.6817297792014644
chicago,Chicago,-88,8741,542.5841436906533,5.148311175871947,0.6460359226633108
